,Date,Underlying,C220,C225,C230,C235,C240,C245,C250,C255,C260,C265,C270,C275,C280,C285,C290,C295,C300,C305,C310,C315,C320,C325,C330,C335,C340,C345,P220,P225,P230,P235,P240,P245,P250,P255,P260,P265,P270,P275,P280,P285,P290,P295,P300,P305,P310,P315,P320,P325,P330,P335,P340,P345
11,2022-11-08,228.87,19.2,16.1,13.74,11.25,9.1,6.75,5.22,3.9,3.0,2.27,1.73,1.3,0.94,0.69,0.6,0.48,0.42,0.29,0.25,0.22,0.19,0.16,0.14,0.12,0.09,,8.92,10.5,12.95,15.9,20.12,20.7,24.77,29.9,33.6,36.85,40.18,46.05,49.68,,59.8,,71.75,,,,,,,,,
12,2022-11-09,224.51,16.9,13.77,11.22,9,7.15,5.5,4.2,3.14,2.36,1.82,1.33,1.0,0.77,0.64,0.47,0.37,0.3,,0.2,,0.16,,0.11,0.11,0.09,,10.8,12.95,15.2,16.7,21.25,24,28.09,32.0,37.5,40.19,43,51.15,53.9,60.82,64.0,,,,,,93.71,,,,,
13,2022-11-10,242.98,28.37,24.3,20.8,18.34,15.5,12.7,10.05,7.91,6.35,4.75,3.75,2.7,2.08,1.43,1.18,0.82,0.69,0.53,0.4,0.33,0.26,0.21,0.16,0.15,0.13,0.11,5.05,6.33,7.55,9.35,11.2,14.05,15.96,20.17,22.25,28.15,31.08,36.65,40.82,46.59,47.68,,58.76,,72.0,,,,,,,
14,2022-11-11,247.11,32.81,28.32,24.52,21.18,17.73,14.67,12.0,9.51,7.46,5.8,4.5,3.35,2.54,1.85,1.46,1.04,0.79,0.61,0.48,0.35,0.3,0.25,0.21,0.18,0.14,0.13,4.25,5.14,6.35,7.7,9.5,11.15,13.75,16.0,19.48,23.23,26.65,30.14,35.5,38.9,43.75,48.45,53.08,,64.73,,,,,,,
15,2022-11-14,241.55,28.34,24.25,20.6,17.38,14.25,11.57,9.25,7.31,5.55,4.25,3.2,2.38,1.77,1.35,1.03,0.78,0.57,0.46,0.35,0.28,0.22,0.18,0.17,0.12,0.11,0.1,5.08,6.23,7.55,8.85,10.8,13.7,16.1,19.4,22.15,25.0,30.3,35.2,38.41,42.25,,,,,,,77.45,,,,,
16,2022-11-15,241.97,28.2,24.48,20.2,17.2,14.05,11.3,9.11,7.1,5.25,4.0,3.0,2.21,1.59,1.2,0.91,0.67,0.51,0.42,0.32,0.27,0.19,0.19,0.13,0.13,0.11,0.11,4.9,6.05,7.35,9.1,11.05,13.35,16.1,18.32,22.6,24.35,30.6,32.0,38.49,45.0,45.17,,55.94,,,,,,,,,
17,2022-11-16,241.73,28.5,25.15,21,18.05,15,11.62,9.3,7.35,5.47,4.2,3.05,2.3,1.68,1.28,0.93,0.71,0.56,0.41,0.34,0.28,0.23,0.19,0.16,0.12,0.11,0.09,4.52,5.55,7.06,8.4,10.55,12.45,15.05,17.99,21.45,24.94,30.1,33.53,38.06,42.67,47.7,53.05,57.15,62.3,67.6,72.2,76.95,81.65,87.6,94.45,96.6,102.65
18,2022-11-17,241.68,27.2,23.8,19.85,16.4,14.07,11.15,8.77,6.85,5.09,3.79,2.9,2.03,1.54,1.12,0.83,0.68,0.5,0.41,0.33,0.27,0.23,0.2,0.16,0.12,0.11,0.1,4.5,5.6,7.27,9.1,10.68,13.41,15.63,18.84,22.5,,30.7,34.55,39.45,44.5,47.7,54.6,57.21,62.7,66.9,74.35,79.02,83.05,89.01,94.36,98.15,102.7
19,2022-11-18,241.22,27.11,22.45,18.81,15.33,13.35,10.31,8.2,6.3,4.71,3.5,2.51,1.86,1.36,0.97,0.73,0.55,0.43,0.32,0.26,0.21,0.18,0.14,0.12,0.11,0.08,,4.46,5.23,7.0,8.65,10.4,12.7,15.25,19.71,23.15,25.6,31.75,34.85,41,45.6,50.58,53.75,58.69,,70.7,75.45,78.87,,90.55,,,105.7
20,2022-11-21,242.05,28.15,24.3,19.88,16.92,13.65,11.0,8.35,6.24,4.6,3.35,2.39,1.75,1.2,0.88,0.63,0.48,0.35,0.29,0.23,0.18,0.15,,0.09,0.08,0.07,0.07,3.89,4.85,6.2,7.6,9.55,11.6,14.15,17.3,20.6,24.95,28.65,32.8,37.45,42.99,48.19,52.28,57.5,61.8,67.4,,,,87.45,,,
21,2022-11-22,245.03,30.0,25.37,21.52,18,15,12.1,9.35,7.15,5.25,3.77,2.55,1.89,1.29,0.85,0.64,0.45,0.34,0.25,0.2,0.16,0.13,0.1,0.09,0.07,0.06,0.05,3.25,4.05,5.18,6.52,8.1,10.13,12.8,16.5,18.92,23.15,28.35,31.47,36.63,40.97,45.0,51.8,56.4,61.6,66.7,70.9,77.1,81.35,86.7,90.15,95.4,101.75
22,2022-11-23,247.58,32.0,27.55,23.55,20,16.4,13.15,10.3,7.72,5.7,4.2,2.92,2.06,1.44,1.05,0.7,0.47,0.34,0.25,0.21,0.15,0.13,0.1,0.07,0.06,0.06,0.05,2.6,3.45,4.3,5.6,7.2,8.9,11.05,13.4,16.65,20.03,24.1,28.0,32.75,37.25,42.7,47.3,53.1,58.0,63.0,67.85,73.1,77.85,82.6,,92.7,97.65
23,2022-11-25,247.49,32.07,28,23.7,19.55,16.28,13.2,10.17,7.85,5.7,4.2,2.92,2.01,1.4,0.95,0.7,0.45,0.34,0.26,0.19,0.16,0.12,0.09,0.07,0.06,0.04,0.05,2.64,3.39,4.32,5.45,6.95,8.75,10.9,13.7,16.36,19.83,23.96,28.18,32.42,37.66,42.3,47.72,52.0,,62.75,67.5,,,,,,
24,2022-11-28,241.76,26.4,22.9,18.92,15.75,12.94,10.1,7.8,5.8,4.16,2.97,2.03,1.5,1.0,0.7,0.48,0.33,0.27,0.18,0.13,0.12,0.09,0.08,0.06,0.05,0.04,0.04,3.7,4.72,5.96,7.74,9.35,11.6,14.7,17.85,20.82,25.25,29.5,34.0,38.7,42.85,,,58.56,,66.9,73.6,74.0,,,,,
25,2022-11-29,240.33,25.45,21.58,18.05,14.52,11.9,9.32,7.0,5.15,3.72,2.56,1.81,1.17,0.84,0.57,0.42,0.29,0.22,0.16,0.13,0.1,0.07,0.06,0.06,,0.05,,3.96,4.92,6.5,7.85,9.81,12.3,15.2,18.72,22.26,26.03,30.3,35.4,39.62,,50.0,55.47,59.3,,69.8,,80.2,85.8,,,,
26,2022-11-30,255.14,37.35,33.1,28.94,24.65,21.2,17.29,13.94,11.16,8.5,6.3,4.5,3.09,2.07,1.35,0.9,0.58,0.41,0.25,0.19,0.14,0.1,0.09,0.08,0.07,0.06,0.05,1.71,2.25,2.85,3.69,4.7,6.2,7.8,9.61,12.25,16.25,21.05,24.8,27.1,40.89,40.05,44.05,48.59,55.4,59.65,63.4,69.95,72.95,78.49,,97.5,101.4
27,2022-12-01,254.69,38.45,34.1,30,25.45,21.23,17.3,14.15,11.15,8.6,6.4,4.88,3.23,2.22,1.52,0.98,0.72,0.48,0.36,0.24,0.19,0.15,0.11,0.09,0.08,0.05,,1.63,2.17,2.8,3.59,4.75,6.05,7.75,9.65,12.05,14.4,17.8,23.69,25.95,30.05,34.4,40.55,44.6,49.15,54.8,59.75,64.5,70.9,76.15,81.78,83.65,90.95
28,2022-12-02,255.02,36.66,33.95,28.92,24.38,20.8,17.2,13.7,10.7,8.14,6.0,4.2,2.86,1.89,1.21,0.83,0.58,0.37,0.27,0.19,0.15,0.11,0.1,0.08,0.07,0.05,0.04,1.48,1.96,2.54,3.3,4.3,5.65,7.34,9.15,12.2,14.6,18.2,22.45,26,31.25,36.05,41.6,45.55,50.8,55.5,61.25,65.35,70.95,75.7,,83.85,89.15
29,2022-12-05,250.2,32.6,28.38,24.7,20.5,16.81,13.8,11.13,8.45,6.21,4.4,3.15,2.16,1.46,0.95,0.61,0.41,0.29,0.21,0.15,0.13,0.1,0.08,0.06,0.05,,,1.95,2.61,3.35,4.45,5.75,7.55,9.35,12.2,14.82,19.02,23,27.0,30.95,36.3,39.65,,47.45,,58.85,64.1,69.15,75.4,,,,94.44
30,2022-12-06,245.12,28.45,24.64,20.6,17.13,14,11.35,8.7,6.65,4.75,3.36,2.24,1.6,1.07,0.75,0.53,0.37,0.25,0.19,0.15,0.09,0.07,0.06,0.04,0.05,0.04,,2.71,3.45,4.65,5.79,7.7,9.77,12.04,14.8,18.05,21.75,25.9,30.65,35.3,40.8,,,,,,69.0,72.5,,,,,
31,2022-12-07,244.37,,24.6,20.49,17.2,14,10.88,8.27,6.2,4.5,3.2,2.23,1.5,1.02,0.7,0.5,0.35,0.24,0.18,0.13,0.1,0.08,0.07,0.05,0.03,0.02,0.03,2.86,3.65,4.75,6.25,8.05,10.12,12.48,15.65,18.35,23.05,26.55,31.0,35.45,41.15,47.2,50.6,54.83,60.65,65.5,70.8,76.05,80.5,85.75,89.49,95.45,100.75
32,2022-12-08,247.4,30.36,26.12,22.55,19,14.78,12.17,9.22,7.12,5.1,3.65,2.48,1.65,1.13,0.71,0.48,0.35,0.25,0.18,0.14,0.1,0.06,0.06,0.04,0.04,0.02,0.01,2.36,3.1,4.05,5.25,6.74,8.63,11.26,13.48,16.57,20.6,24.6,28.75,33.55,38.3,41.9,47.6,53.75,57.7,61.3,67.1,73.75,77.85,83.95,,92.95,98.72
33,2022-12-09,245.42,30.45,26.45,22.36,18.45,13.98,11.0,8.4,6.2,4.62,3.05,2.08,1.66,0.93,0.64,0.44,0.34,0.23,0.17,0.12,0.11,0.07,0.06,0.04,0.04,0.04,,2.53,3.4,4.48,5.8,7.5,9.5,11.7,14.5,16.85,20.75,25.8,29.15,34.9,38.25,,47.3,52.5,57.2,62.25,67.2,72.5,78.05,82.7,,92.3,98.48
34,2022-12-12,252.51,34.45,30.45,26.5,22.15,18.75,15.25,12.25,9.45,7.15,5.2,3.65,2.5,1.7,1.02,0.74,0.45,0.34,0.23,0.15,0.1,0.08,0.06,0.06,0.04,,0.02,1.75,2.3,3.06,4.07,5.3,6.9,8.6,10.85,13.6,17.4,20.94,24.05,29.7,33.66,40.6,44.24,48.84,,58.85,63.75,69.15,,,,,
35,2022-12-13,256.92,37.05,33.02,29.5,25.8,22.3,17.55,15.0,11.73,8.75,6.25,4.4,3.2,2.01,1.4,0.85,0.58,0.4,0.25,0.17,0.12,0.09,0.07,0.05,0.03,0.02,0.02,1.03,1.45,2.02,2.53,3.54,4.7,6.21,7.9,10.3,13.2,16.78,21.6,24.8,,31.25,38.1,37.6,,,,,69.1,,,,88.89
36,2022-12-14,257.22,39.6,34.7,29.55,26.29,21.43,18.85,14.38,11.25,8.3,5.9,4.09,2.76,1.83,1.14,0.73,0.51,0.28,0.23,0.14,0.13,0.09,0.06,0.04,0.05,0.03,0.03,0.93,1.27,1.74,2.26,3.12,4.2,5.58,7.25,9.6,12.1,14.4,18.05,25.38,,32.9,37.4,42.1,46.7,50.35,57.91,62.5,67.0,73.45,,83.3,83.49
37,2022-12-15,249.01,31.35,27.34,23,19.17,15.32,12.28,9.4,6.9,4.71,3.35,2.24,1.42,0.96,0.62,0.41,0.28,0.19,0.14,0.1,0.08,0.06,0.04,0.02,0.03,0.02,0.02,1.65,2.23,3.03,4.02,5.4,7.05,9.2,11.72,14.75,17.5,23,27.3,31.2,34.15,42.17,,50.55,,60.9,65.85,70.8,,80.8,,90.0,
38,2022-12-16,244.69,28.2,23.3,20,16.85,12.25,9.45,6.65,4.8,3.2,2.31,1.5,0.97,0.67,0.48,0.26,0.21,0.15,0.1,0.09,0.06,0.05,0.04,0.02,,0.02,0.01,1.81,2.58,3.55,4.78,6.45,8.4,11,13.95,17.74,20.7,24.45,30.2,30.83,,44.63,46.85,53.2,57.35,62.2,69.6,74.15,80.0,84.75,,95.0,99.9
39,2022-12-19,240.45,22.68,18.5,15.85,11.71,9.3,6.85,4.75,3.2,2.04,1.36,0.88,0.55,0.36,0.24,0.17,0.12,0.08,0.06,0.05,0.03,0.02,0.03,0.01,0.01,0.01,0.01,2.19,3.2,4.23,5.75,7.75,10.1,13.05,17.07,20.52,26.2,30.35,35.13,40.8,45.05,50.94,52.0,60.9,,71.75,75.45,80.45,86.75,90.43,,100.43,105.55
40,2022-12-20,241.8,24.51,20.75,16.75,13.3,9.79,7.19,4.99,3.42,2.16,1.37,0.87,0.55,0.36,0.23,0.16,0.12,0.09,0.06,0.04,0.04,0.04,0.02,0.01,0.01,0.02,0.01,1.89,2.7,3.62,5.13,7.1,9.48,11.85,15.1,19.61,23.3,28.8,33.25,37.63,,50.5,54.0,59.3,,,,,82.7,,,,
41,2022-12-21,244.43,27.66,22.7,18.25,14.3,11.03,7.91,5.55,3.66,2.34,1.44,0.9,0.54,0.33,0.23,0.15,0.11,0.09,0.06,0.05,0.03,0.03,0.02,0.02,0.02,0.01,0.02,1.38,1.97,2.84,4.1,5.66,7.65,10.28,13.3,17.16,21.07,25.8,30.33,35.4,40.56,46.0,50.05,55.35,60.0,65.7,71.35,76.0,80.72,84.65,,94.85,99.05
42,2022-12-22,238.19,19.57,16.53,12.93,10.6,7.65,5.39,3.6,2.36,1.45,0.91,0.56,0.36,0.23,0.16,0.11,0.08,0.07,0.05,0.04,0.03,0.02,0.02,0.01,0.02,0.02,0.01,2.33,3.3,4.6,6.25,8.55,11.2,14.55,19.65,23,28.14,32.76,38.9,43.45,46.95,52.55,56.8,62.05,67.1,72.9,77.85,81.95,86.9,93.25,,104.7,
43,2022-12-23,238.73,20.54,17.1,13.1,10.35,7.5,5.2,3.45,2.18,1.32,0.78,0.47,0.29,0.19,0.14,0.09,,0.05,0.04,0.04,0.03,0.02,0.03,0.02,0.02,0.02,,2.09,2.99,4.25,5.93,8.2,11.3,14.07,18.13,22.54,27.25,31.25,37.2,42.3,47.25,51.45,57.55,61.45,67.35,72.25,77.55,82.35,87.45,92.35,,102.3,107.2
44,2022-12-27,236.96,20.0,15.5,12.33,9.22,6.4,4.3,2.7,1.63,0.94,0.55,0.34,0.21,0.15,0.1,0.07,0.04,0.03,0.03,0.02,0.01,0.02,0.01,0.01,0.01,0.01,0.01,2.14,3.09,4.55,6.35,8.7,11.46,14.6,18.95,22.9,28.15,34.1,38.5,42.92,,53.0,,63.0,,,,,,,,,
45,2022-12-28,234.53,18.07,14,10.5,7.6,5.2,3.37,2.1,1.26,0.75,0.45,0.29,0.19,0.13,0.09,0.07,0.04,0.03,0.03,0.01,0.02,0.01,0.01,0.01,0.01,,,2.5,3.66,5.25,7.3,9.85,13.15,16.7,19.94,25.28,30.18,35.4,39.2,44.55,48.9,55.44,59.25,64.75,69.2,73.5,79.2,83.55,88.0,93.6,,104.45,109.75
46,2022-12-29,241.01,23.05,19,15,11.6,8.21,5.4,3.51,2.11,1.27,0.73,0.44,0.27,0.18,0.11,0.08,0.05,0.04,0.03,0.02,0.01,0.02,,,,0.01,,1.37,2.0,3.0,4.4,6.25,8.57,11.4,15.15,19.4,23.5,29.1,36.5,38.95,43.75,49.1,53.7,58.9,63.75,68.6,73.77,77.64,85.5,87.4,,98.63,102.38
47,2022-12-30,239.82,19.75,16.3,12.75,10,7.2,4.8,2.98,1.75,0.96,0.46,0.29,0.18,0.1,0.07,0.04,0.04,0.02,0.01,0.02,0.01,0.01,0.01,,,0.01,,1.44,2.15,3.2,4.91,6.75,10.15,12.6,18.05,23.26,27.95,30.8,36.55,40.4,46.4,51.5,56.65,61.55,67.2,72.5,76.25,82.2,86.55,91.85,,,
48,2023-01-03,239.58,22.0,17.25,12.89,9.7,6.7,4.35,2.63,1.47,0.82,0.44,0.25,0.14,0.09,0.07,0.04,0.04,0.04,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.02,,1.21,1.98,2.99,4.56,6.55,9.26,12.45,16.4,20.75,,30.2,36.05,39.71,45.8,50.8,55.4,59.1,65.65,71.05,74.88,79.85,87.15,88.8,,,
49,2023-01-04,229.1,12.45,9.16,6.2,3.85,2.15,1.13,0.55,0.28,0.16,0.1,0.05,0.04,0.04,0.03,0.02,0.03,0.02,0.03,0.01,0.01,0.01,0.01,0.01,0.01,0.01,,2.85,4.37,6.45,9.18,12.85,17.05,21.15,28.35,30.94,37.33,41.2,48.05,53.4,57.35,63.55,67.75,73.15,78.65,83.8,88.75,94.9,95.65,103.05,108.15,,
50,2023-01-05,222.31,7.5,4.9,2.89,1.63,0.84,0.44,0.24,0.14,0.09,0.07,0.06,0.05,0.02,0.02,0.03,0.01,0.02,0.01,0.01,0.02,0.02,,0.01,0.01,0.01,0.01,4.76,7.2,10.25,14.0,18.26,22.48,27.77,30.5,36.25,41.85,46.9,52.1,57.4,62.3,68.01,72.5,77.5,81.35,85.35,91.9,96.6,101.5,106.85,,,
51,2023-01-06,224.93,8.36,5.2,3.02,1.55,0.71,0.32,0.17,0.11,0.07,0.05,0.05,0.03,0.02,0.03,0.08,0.02,0.04,0.01,0.01,0.02,0.02,0.02,0.01,0.03,0.01,0.01,3.05,4.98,7.86,11.39,15.65,20.1,24.97,30.44,34.55,39.8,45.15,49.47,54.54,59.5,65.18,70.0,75.0,79.33,85.4,90.15,98.05,103.0,104.85,,,
52,2023-01-09,227.12,9.5,6.15,3.66,1.86,0.84,0.38,0.17,0.1,0.06,0.05,0.03,0.04,0.02,0.02,0.01,0.02,0.02,0.01,0.04,0.01,0.01,0.03,0.01,,0.01,,2.2,3.85,6.15,9.55,13.7,18.05,22.53,27.29,32.55,37.99,42.1,47.95,53.2,57.0,63.0,67.05,72.15,76.6,82.79,87.2,91.05,96.0,102.05,,,
53,2023-01-10,228.85,10.55,7.06,4.15,2.22,1.04,0.46,0.22,0.12,0.07,0.06,0.03,0.03,0.02,0.02,0.02,0.02,0.01,0.01,0.01,,,0.01,0.01,,0.02,,1.53,2.92,5.12,8.1,12.59,17.2,22.15,27.45,31.53,,42.43,46.45,52.6,56.3,62.9,66.45,72.6,77.4,82.39,86.55,92.05,96.9,101.15,,,
54,2023-01-11,235.77,16.6,12,8.28,5.1,2.81,1.38,0.65,0.31,0.17,0.09,0.07,0.05,0.03,0.02,0.01,0.02,0.01,0.01,0.01,0.02,0.01,,0.01,0.01,0.01,,0.6,1.18,2.26,4.05,6.8,10.4,14.8,19.5,25.3,30.84,35.55,40.64,45.87,50.67,56.24,60.88,66.17,70.73,75.91,80.2,86.1,91.0,95.4,,,
55,2023-01-12,238.51,18.39,11.95,9.5,5.72,2.88,1.16,0.43,0.15,0.08,0.04,0.04,0.03,0.02,0.02,0.02,0.01,0.02,0.01,0.03,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.14,0.33,0.8,1.89,4.3,7.6,12,16.9,20.93,27.03,32.05,37.1,42.05,47.03,52.15,57.45,61.7,66.65,71.8,76.85,80.4,,92.35,,,
56,2023-01-13,239.23,19.4,13.5,9.63,5.7,2.44,0.79,0.23,0.1,0.04,0.04,0.01,0.03,0.01,0.03,0.01,0.02,0.01,0.02,0.03,0.02,0.01,0.01,0.01,0.03,0.01,0.01,0.06,0.14,0.44,1.27,3.1,6.5,11.15,17.51,22.25,26.55,31,36.0,40.85,45.75,51.25,55.9,61.35,67.43,71.99,75.75,83.75,,91.35,96.09,,
57,2023-01-17,240.35,18.72,15.17,10.46,6.25,2.47,0.71,0.17,0.06,0.04,0.02,0.01,0.02,0.01,0.01,0.03,0.02,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,,0.04,0.09,0.22,0.68,2.22,5.5,10.15,14.65,20,24.85,29.35,34.35,39.35,44.9,49.7,55.15,60.45,64.15,70.85,75.2,81.2,,89.75,,,
58,2023-01-18,235.81,16.5,11.1,6.3,2.49,0.63,0.13,0.05,0.03,0.02,0.01,0.01,0.04,0.01,0.03,,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,,0.01,,0.05,0.12,0.44,1.65,4.85,9.25,13.75,18.53,23.5,29.25,33.8,38.25,43.7,48.85,54.1,59.15,63.95,67.1,73.07,79.2,82.53,,94.2,,,
59,2023-01-19,231.93,11.8,7.6,2.69,0.49,0.05,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,,0.01,0.01,0.06,0.01,0.01,0.02,0.01,,0.04,0.18,0.83,3.65,8.25,12.8,16.55,21.37,26.6,32.6,38,41.85,46.5,50.9,56.15,61.85,66.3,72.55,77.55,82.05,87.1,,96.25,,,
60,2023-01-20,240.22,20.35,14.99,9.99,5.02,0.27,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.05,0.01,0.01,0.01,0.01,,0.25,,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.12,5.21,10.2,14.95,20.03,25.37,28.95,36.14,41.9,,49.45,,59.85,66.89,69.6,,,,,95.7,,
