Underlying,Date,T,r,E,Cobs,volatility,Delta,Vega,Gamma
0.32188,2023-08-21,0.3492063492063492,0.0005,0.26,0.06765,0.3757542726005242,0.8584328748934031,0.04265746221773466,3.137769018468234
0.32245999999999997,2023-08-22,0.34523809523809523,0.0005,0.26,0.06955,0.40999565763956725,0.8449195919927162,0.04516329291862561,3.0685692682320123
0.327,2023-08-23,0.3412698412698413,0.0005,0.26,0.0732,0.40729869259139617,0.8606614579630903,0.042381658603952724,2.8514877946275177
0.31997000000000003,2023-08-24,0.3373015873015873,0.0005,0.26,0.06620000000000001,0.3866208084939537,0.8502099878111951,0.043287695717213595,3.2422189210069416
0.32298000000000004,2023-08-25,0.3333333333333333,0.0005,0.26,0.06493,0.2787127370788558,0.9235647358744319,0.026780128437720128,2.7632859802550853
0.32991000000000004,2023-09-07,0.28174603174603174,0.0005,0.26,0.0736,0.3872268386559335,0.8965361075405963,0.03150389192350871,2.653077831971387
0.33426999999999996,2023-09-08,0.2777777777777778,0.0005,0.26,0.07654999999999999,0.35356483120049664,0.9253934718525586,0.024838748878720646,2.263436709569115
0.33177,2023-09-12,0.2619047619047619,0.0005,0.26,0.07806999999999999,0.4855359871407449,0.8655868529919564,0.036754223500887015,2.6258396808961053
0.3387,2023-09-14,0.25396825396825395,0.0005,0.26,0.0825,0.4414422833030267,0.9032764269248856,0.02923362254039687,2.2729970870716523
0.32906,2023-09-18,0.23809523809523808,0.0005,0.26,0.07252,0.41036099802496656,0.8992198027679086,0.028339126322040057,2.6786716626848635
0.32865,2023-09-19,0.23412698412698413,0.0005,0.26,0.06895,0.23948119384358077,0.9812840495539392,0.007277467350838668,1.201683525206812
0.31701,2023-09-22,0.2222222222222222,0.0005,0.26,0.06105,0.3981367002897122,0.8750809338365331,0.030748825102485763,3.458301897730246
0.31754000000000004,2023-09-25,0.21031746031746032,0.0005,0.26,0.059840000000000004,0.3471885539739029,0.9092074592744795,0.02380260483385253,3.23285985181814
0.31214,2023-09-26,0.20634920634920634,0.0005,0.26,0.054369999999999995,0.3264223951339054,0.9044684671594201,0.024064071803968114,3.666802449126693
0.31279,2023-09-27,0.20238095238095238,0.0005,0.26,0.0549,0.32716015859751496,0.9082795932613469,0.02317395526045857,3.5773744317581473
0.31364,2023-09-28,0.1984126984126984,0.0005,0.26,0.0567,0.3719864384292512,0.8878979839177645,0.02662831900899872,3.667619644564253
0.31575,2023-09-29,0.19444444444444445,0.0005,0.26,0.05996,0.4260557995521965,0.8704454259437924,0.029384067155160152,3.5576495793481446
0.32180000000000003,2023-10-02,0.18253968253968253,0.0005,0.26,0.06349,0.3595430655729173,0.928623482747465,0.01873855729855395,2.7571212378318037
0.31339,2023-10-03,0.17857142857142858,0.0005,0.26,0.054549999999999994,0.3008284882593828,0.9374166245891548,0.01630387703780254,3.0902220581245934
0.318955,2023-10-04,0.1746031746031746,0.0005,0.26,0.061270000000000005,0.3878454172449703,0.9103009777587732,0.02158912986330855,3.133758388856971
0.31936000000000003,2023-10-05,0.17063492063492064,0.0005,0.26,0.06085,0.35107215674750575,0.9320302602992362,0.01731547198379238,2.834059688347919
0.32726,2023-10-06,0.16666666666666666,0.0005,0.26,0.0673,0.2039924628009613,0.9974865320848285,0.0010419305470843773,0.2861475605387707
0.32982,2023-10-09,0.15476190476190477,0.0005,0.26,0.07007,0.29114423836685077,0.9836083079089887,0.005302332883782465,1.0817844852524152
0.32838999999999996,2023-10-10,0.15079365079365079,0.0005,0.26,0.07097,0.4721023531217619,0.9140089225888349,0.02001639875229596,2.6072752125761154
0.33264,2023-10-16,0.12698412698412698,0.0005,0.26,0.07549,0.5488894722685519,0.9127295393760353,0.018812549374110223,2.4392952504856598
0.33206,2023-10-17,0.12301587301587301,0.0005,0.26,0.0726,0.3826995105369372,0.9706288537736656,0.007786447789533547,1.499985942278123
0.33132,2023-10-19,0.11507936507936507,0.0005,0.26,0.07267,0.47242385501408585,0.9444235286619874,0.012606386382181946,2.112350745571883
0.32667,2023-10-20,0.1111111111111111,0.0005,0.26,0.06872,0.5089821011773674,0.9237277170115408,0.015612781118041479,2.5870317893605677
0.32298000000000004,2023-08-25,0.3333333333333333,0.0005,0.265,0.06229,0.32931543930787616,0.8721470699752127,0.038994351949628595,3.405333174262598
0.32866,2023-09-01,0.3055555555555556,0.0005,0.265,0.06911,0.3931151840131747,0.8643580872163072,0.039573174256081034,3.0499813414103842
0.33288,2023-09-06,0.2857142857142857,0.0005,0.265,0.07199,0.3840340053603789,0.887682261141129,0.03396080594734623,2.793193000928831
0.32991000000000004,2023-09-07,0.28174603174603174,0.0005,0.265,0.06885,0.37174556787976754,0.8868018858467926,0.03361010059278854,2.9483242561024405
0.33426999999999996,2023-09-08,0.2777777777777778,0.0005,0.265,0.07188,0.3452476465080047,0.9143351799705388,0.027574966508452,2.573309154035473
0.33022,2023-09-15,0.25,0.0005,0.265,0.068,0.3568062523137957,0.9071203085749544,0.027445616960104124,2.8215892184205638
0.32865,2023-09-19,0.23412698412698413,0.0005,0.265,0.0643,0.2571840108747867,0.9635120553800498,0.012714177996713242,1.9549046430392558
0.31953,2023-09-21,0.2261904761904762,0.0005,0.265,0.062060000000000004,0.47552221177115955,0.826641863545041,0.03893930613460647,3.5458454876475303
0.31701,2023-09-22,0.2222222222222222,0.0005,0.265,0.058,0.42757182647608577,0.8390147442571311,0.03650661653674634,3.8232182670773165
0.31364,2023-09-28,0.1984126984126984,0.0005,0.265,0.05137,0.33238140256357,0.8874160183066921,0.02671007298048435,4.117238305159435
0.31575,2023-09-29,0.19444444444444445,0.0005,0.265,0.056530000000000004,0.44506349159525077,0.8392664377354873,0.033978357513820966,3.938203494244769
0.31339,2023-10-03,0.17857142857142858,0.0005,0.265,0.052,0.38207117565950993,0.8686597206824562,0.028214592686723966,4.210631823964264
0.32726,2023-10-06,0.16666666666666666,0.0005,0.265,0.06405,0.3771690477786647,0.9261934150561605,0.0186820767458015,2.774945798954337
0.33264,2023-10-16,0.12698412698412698,0.0005,0.265,0.07035,0.5092148857237841,0.9105067296400027,0.0191684606760551,2.679092853961326
0.33011,2023-10-18,0.11904761904761904,0.0005,0.265,0.06515,0.23632653224656772,0.9968887694444362,0.0010768171632213363,0.351229844657083
0.32667,2023-10-20,0.1111111111111111,0.0005,0.265,0.06369,0.47407735754241775,0.9197407389221013,0.01622790727073483,2.88693701153676
0.33811,2023-10-31,0.06746031746031746,0.0005,0.265,0.07345,0.474246770864953,0.9793171412775175,0.0043747092968587165,1.1961355677638612
0.32188,2023-08-21,0.3492063492063492,0.0005,0.27,0.055,0.2665454491122053,0.8840929992846476,0.03712705550640434,3.849897071948313
0.31997000000000003,2023-08-24,0.3373015873015873,0.0005,0.27,0.05777,0.37136298530740597,0.814854157897251,0.04962809391951474,3.869831661954142
0.32866,2023-09-01,0.3055555555555556,0.0005,0.27,0.063,0.341298259337411,0.8722804323909812,0.037963272490539796,3.3701224642896714
0.33355,2023-09-05,0.2896825396825397,0.0005,0.27,0.06659999999999999,0.32924673821703854,0.9001149487299067,0.03147967977725923,2.9666384102374552
0.32991000000000004,2023-09-07,0.28174603174603174,0.0005,0.27,0.06615,0.40890441268031885,0.8490742678362155,0.040997391068244626,3.2695324784941238
0.33426999999999996,2023-09-08,0.2777777777777778,0.0005,0.27,0.0696,0.4044715769149386,0.8662611103623794,0.03800529301906526,3.0273579556692125
0.33177,2023-09-12,0.2619047619047619,0.0005,0.27,0.06659999999999999,0.39382965659045605,0.8694104358245507,0.036030585236666496,3.17354951875686
0.3387,2023-09-14,0.25396825396825395,0.0005,0.27,0.07315,0.4137728048913222,0.8833716130654253,0.033463578262879316,2.775879492122513
0.32865,2023-09-19,0.23412698412698413,0.0005,0.27,0.061149999999999996,0.3292657271194655,0.9056112992561687,0.026750209172642127,3.212638875516329
0.32077,2023-09-20,0.23015873015873015,0.0005,0.27,0.056600000000000004,0.40339910022859055,0.8383434940588181,0.037695630634199145,3.9458552274709806
0.31701,2023-09-22,0.2222222222222222,0.0005,0.27,0.053009999999999995,0.3984164740290106,0.8287208670322133,0.03799821714403203,4.270635659403645
0.31214,2023-09-26,0.20634920634920634,0.0005,0.27,0.04512,0.30165490036351306,0.8702676018533787,0.02995257841760395,4.938808354464421
0.31279,2023-09-27,0.20238095238095238,0.0005,0.27,0.0475,0.3612450513429378,0.8382037226775509,0.0344878273853546,4.821571087861631
0.31364,2023-09-28,0.1984126984126984,0.0005,0.27,0.044,0.18618516803466298,0.9677868310442058,0.010082493638006633,2.7745370057980736
0.31575,2023-09-29,0.19444444444444445,0.0005,0.27,0.0505,0.3837761229268996,0.843785838850802,0.03334862820511253,4.482473854927363
0.31339,2023-10-03,0.17857142857142858,0.0005,0.27,0.04955,0.43072423202975657,0.8186574125239736,0.03491231222141132,4.621650134770664
0.33242,2023-10-11,0.14682539682539683,0.0005,0.27,0.06341,0.3445110954966064,0.9497089007614884,0.013197946659907287,2.361172310637626
0.33264,2023-10-16,0.12698412698412698,0.0005,0.27,0.06555,0.4871062139753697,0.901324310724491,0.02060104894141455,3.0100054537230663
0.33011,2023-10-18,0.11904761904761904,0.0005,0.27,0.06292,0.4855271026429829,0.9004250582624758,0.019926941069405076,3.1636547560960393
0.33132,2023-10-19,0.11507936507936507,0.0005,0.27,0.06553,0.5658666306990157,0.8774734126424346,0.022815401327777256,3.1916941366568103
0.32667,2023-10-20,0.1111111111111111,0.0005,0.27,0.05943,0.48204462409608834,0.8973220131620931,0.01948151093775048,3.408469382591705
0.32788999999999996,2023-10-26,0.0873015873015873,0.0005,0.27,0.059090000000000004,0.44366382152014155,0.9391583273989453,0.011667261339475017,2.8017954564503347
0.3528,2023-11-03,0.05555555555555555,0.0005,0.27,0.08281999999999999,0.3952069798190179,0.9982404314994113,0.00046928598419555763,0.17172294571860608
0.32188,2023-08-21,0.3492063492063492,0.0005,0.275,0.05439,0.3419067227144435,0.8108297954283985,0.05147778743069843,4.161425416514055
0.32245999999999997,2023-08-22,0.34523809523809523,0.0005,0.275,0.054270000000000006,0.3321318272404029,0.8197154272000126,0.049765655202760106,4.173965166174861
0.327,2023-08-23,0.3412698412698413,0.0005,0.275,0.059,0.3542338786457665,0.826700977494532,0.04893750445095473,3.785805594717158
0.31997000000000003,2023-08-24,0.3373015873015873,0.0005,0.275,0.0606,0.48678293631625824,0.751012120543092,0.058925617557337155,3.5053540478554863
0.3237,2023-08-28,0.32142857142857145,0.0005,0.275,0.054049999999999994,0.31730873309148827,0.8406593172241021,0.04453223696528486,4.166991450321329
0.32841000000000004,2023-08-29,0.31746031746031744,0.0005,0.275,0.05815,0.3216101426408778,0.8579102495514761,0.041601097806011296,3.7779209188627987
0.33355,2023-09-05,0.2896825396825397,0.0005,0.275,0.0635,0.36019638573291646,0.8628749428901306,0.039396899264294585,3.393739333501726
0.33288,2023-09-06,0.2857142857142857,0.0005,0.275,0.0615,0.32463308566809707,0.8826547112192089,0.035035407457692624,3.4088432521131242
0.33426999999999996,2023-09-08,0.2777777777777778,0.0005,0.275,0.064,0.36466011080516314,0.8670064423328752,0.03785945822360836,3.3449823711324957
0.33794,2023-09-11,0.26587301587301587,0.0005,0.275,0.06687,0.36314397426973977,0.8839567752136122,0.03404037506578491,3.08718057553303
0.33177,2023-09-12,0.2619047619047619,0.0005,0.275,0.06353,0.4178007879569114,0.8377470073927784,0.0416902337329405,3.4613654542590195
0.3387,2023-09-14,0.25396825396825395,0.0005,0.275,0.06903000000000001,0.4140271950193412,0.8650873597195932,0.03704323395328441,3.0709319984023695
0.33022,2023-09-15,0.25,0.0005,0.275,0.0616,0.4121056604062751,0.8393272185708471,0.040283515390925576,3.5856841232642824
0.31953,2023-09-21,0.2261904761904762,0.0005,0.275,0.04947,0.34959463949796665,0.8380478698918614,0.037269141292455336,4.616225630118393
0.31754000000000004,2023-09-25,0.21031746031746032,0.0005,0.275,0.046189999999999995,0.31640803356890634,0.85644958597545,0.032967202248076866,4.913176671213603
0.31214,2023-09-26,0.20634920634920634,0.0005,0.275,0.04057,0.2886258601067019,0.8490944156257032,0.033192814014748453,5.720146838545198
0.31279,2023-09-27,0.20238095238095238,0.0005,0.275,0.04252,0.33207914816858575,0.8256914031169562,0.03618156378183211,5.502630759305523
0.31364,2023-09-28,0.1984126984126984,0.0005,0.275,0.04231,0.30864823236387395,0.8474981502870536,0.03293415408649672,5.4670162534579125
0.31575,2023-09-29,0.19444444444444445,0.0005,0.275,0.04469,0.3298807817490854,0.8469229670934091,0.032904535301025835,5.145368566132402
0.32180000000000003,2023-10-02,0.18253968253968253,0.0005,0.275,0.047009999999999996,0.18205320210829307,0.9803285302777542,0.0065639913310143435,1.907393535091787
0.31339,2023-10-03,0.17857142857142858,0.0005,0.275,0.043,0.3531146368888651,0.8291861799876671,0.033614908372160406,5.427926649895119
0.33242,2023-10-11,0.14682539682539683,0.0005,0.275,0.05845,0.3225961640462244,0.944807158758158,0.014208773763944986,2.7147005242883973
0.33116,2023-10-12,0.14285714285714285,0.0005,0.275,0.059789999999999996,0.4519603625369329,0.8797368836356876,0.02507708487442866,3.5415957978591655
0.32773,2023-10-13,0.1388888888888889,0.0005,0.275,0.05773,0.49274369764125864,0.8525553414964689,0.028152298980013726,3.8299480956668663
0.33264,2023-10-16,0.12698412698412698,0.0005,0.275,0.06014,0.4354970104737551,0.9039150636583799,0.020202856225643547,3.3016361693440586
0.33011,2023-10-18,0.11904761904761904,0.0005,0.275,0.060399999999999995,0.5568077941219949,0.8524770738242397,0.026262578855583776,3.635749796432347
0.33132,2023-10-19,0.11507936507936507,0.0005,0.275,0.06024,0.517249294769074,0.874901242126283,0.023149641077305615,3.542840430900986
0.32667,2023-10-20,0.1111111111111111,0.0005,0.275,0.05404,0.42797236609002665,0.899491764545669,0.0191808566467751,3.7798648875684266
0.32932,2023-10-23,0.0992063492063492,0.0005,0.275,0.05784,0.5266980590121106,0.8789662316417746,0.020875125072328707,3.683763046352684
0.34067000000000003,2023-10-25,0.09126984126984126,0.0005,0.275,0.06675,0.4542164129704036,0.9483957823951017,0.010884966028827459,2.262398886917844
0.32788999999999996,2023-10-26,0.0873015873015873,0.0005,0.275,0.05398,0.40106763253893585,0.9387097636198912,0.011734441553361393,3.1172119196584203
0.34607,2023-11-01,0.06349206349206349,0.0005,0.275,0.0715,0.48390086458666104,0.9742004767639643,0.005232669635710781,1.4220654025910555
0.32188,2023-08-21,0.3492063492063492,0.0005,0.28,0.0496,0.32167332109504865,0.7965180175286295,0.05380507702504542,4.623151206226882
0.327,2023-08-23,0.3412698412698413,0.0005,0.28,0.054299999999999994,0.3364866869650561,0.8128760580907124,0.051353084442577294,4.182204182707911
0.31997000000000003,2023-08-24,0.3373015873015873,0.0005,0.28,0.05,0.36206342356392157,0.7705072170553585,0.05635754472559206,4.507445695536565
0.32298000000000004,2023-08-25,0.3333333333333333,0.0005,0.28,0.0503,0.325821167333247,0.8034655523808372,0.051657329302291485,4.559556989499208
0.3237,2023-08-28,0.32142857142857145,0.0005,0.28,0.05,0.3140544154664903,0.8171220475662386,0.04863639756704695,4.5981868930833665
0.32841000000000004,2023-08-29,0.31746031746031744,0.0005,0.28,0.0535,0.30715604251678974,0.8434945806358747,0.04437422279032884,4.219388397411685
0.32776,2023-08-31,0.30952380952380953,0.0005,0.28,0.0533,0.3188619301334838,0.8358042235236174,0.045121906435893006,4.255776442203384
0.33355,2023-09-05,0.2896825396825397,0.0005,0.28,0.059,0.34886661497637245,0.8477133414545048,0.042281016031242,3.760467108384837
0.33288,2023-09-06,0.2857142857142857,0.0005,0.28,0.056159999999999995,0.29307486168255514,0.881700057909863,0.035236855574585085,3.7976174692497717
0.33426999999999996,2023-09-08,0.2777777777777778,0.0005,0.28,0.0597,0.3584534968475747,0.8491832175433665,0.04122581237118133,3.7054768038272146
0.33794,2023-09-11,0.26587301587301587,0.0005,0.28,0.06207,0.34574758152566437,0.8738669491736288,0.036096881424460284,3.4384053230967546
0.33177,2023-09-12,0.2619047619047619,0.0005,0.28,0.05649,0.3417790223133441,0.8550040832472148,0.038697949581755244,3.927579015802138
0.3387,2023-09-14,0.25396825396825395,0.0005,0.28,0.06266,0.35164169430952974,0.8776514680663832,0.03461333349634208,3.3785724499289485
0.33022,2023-09-15,0.25,0.0005,0.28,0.05509,0.3477950237451823,0.8499751680011356,0.038501094552455026,4.060719188245536
0.31953,2023-09-21,0.2261904761904762,0.0005,0.28,0.045770000000000005,0.3541725541929861,0.8075512024881764,0.04156354212012272,5.081595064939154
0.31701,2023-09-22,0.2222222222222222,0.0005,0.28,0.0441,0.3654786519187247,0.7902667390536432,0.04303662076344355,5.272817479634098
0.31754000000000004,2023-09-25,0.21031746031746032,0.0005,0.28,0.041049999999999996,0.2851729345617545,0.8480753671534,0.03424309228797048,5.6622946077309
0.31214,2023-09-26,0.20634920634920634,0.0005,0.28,0.037579999999999995,0.3141778988779006,0.7977077924081843,0.039968491154050406,6.32762113081238
0.31279,2023-09-27,0.20238095238095238,0.0005,0.28,0.03577,0.2531920888908677,0.8485167032571017,0.03302439452104931,6.587329334513703
0.31364,2023-09-28,0.1984126984126984,0.0005,0.28,0.039,0.3260454401204281,0.8035873839996788,0.03868743409577938,6.07938211953897
0.31575,2023-09-29,0.19444444444444445,0.0005,0.28,0.04178,0.3575279336182551,0.8000002385207602,0.03897981569536487,5.624028914196817
0.31339,2023-10-03,0.17857142857142858,0.0005,0.28,0.0373,0.3013199815434414,0.8287249062490698,0.03367294397681506,6.371928792568698
0.318955,2023-10-04,0.1746031746031746,0.0005,0.28,0.04149,0.2866791110140328,0.8745212100343398,0.0275088898953726,5.402142686984399
0.31936000000000003,2023-10-05,0.17063492063492064,0.0005,0.28,0.04265,0.3183516109668822,0.8569213667580209,0.02979854141072445,5.378473097866599
0.32726,2023-10-06,0.16666666666666666,0.0005,0.28,0.0482,0.25450886009661755,0.939886698711162,0.015938753570167868,3.50846257701386
0.32982,2023-10-09,0.15476190476190477,0.0005,0.28,0.0526,0.36523264644311226,0.8872634772691591,0.02483063668008616,4.038315299183028
0.32838999999999996,2023-10-10,0.15079365079365079,0.0005,0.28,0.05276,0.4221101970029537,0.8542760438567898,0.029162438569090194,4.248494791146784
0.33242,2023-10-11,0.14682539682539683,0.0005,0.28,0.05386,0.32284551848087906,0.9264247352641936,0.01776860911908,3.392213653768547
0.32773,2023-10-13,0.1388888888888889,0.0005,0.28,0.05482,0.5258205574829061,0.8163535468593266,0.032453544524975855,4.137372999046197
0.33264,2023-10-16,0.12698412698412698,0.0005,0.28,0.055380000000000006,0.41557280924598095,0.8920994767455876,0.02198229555717227,3.7646754084652203
0.33206,2023-10-17,0.12301587301587301,0.0005,0.28,0.052899999999999996,0.30963647679161715,0.9479270317036231,0.012406455256899273,2.9539375957536964
0.33011,2023-10-18,0.11904761904761904,0.0005,0.28,0.05332,0.4372966390075933,0.8783942507400715,0.02299853017797367,4.054019812986617
0.33132,2023-10-19,0.11507936507936507,0.0005,0.28,0.05552,0.49312675101005005,0.8621486872552893,0.024754405803341616,3.9737558564248876
0.32667,2023-10-20,0.1111111111111111,0.0005,0.28,0.04959,0.4206366216515383,0.8789964854061818,0.021910528713905118,4.393086768048329
0.32932,2023-10-23,0.0992063492063492,0.0005,0.28,0.0515,0.42229578383642596,0.9008887834858619,0.018085368602271355,3.9804753407815405
0.33053,2023-10-24,0.09523809523809523,0.0005,0.28,0.05266,0.4349570313045712,0.9037912305731335,0.017401674189935445,3.8451404623911394
0.32788999999999996,2023-10-26,0.0873015873015873,0.0005,0.28,0.05084,0.4838152312865611,0.8802559354544048,0.01935100013014265,4.2613322396978806
0.32981,2023-10-27,0.08333333333333333,0.0005,0.28,0.05053,0.35322068973626325,0.9512497971549105,0.009622884529403866,3.005472421649947
0.33731,2023-10-30,0.07142857142857142,0.0005,0.28,0.05826,0.44725525258570675,0.9471566973360095,0.00971579987443716,2.672961561651667
0.33811,2023-10-31,0.06746031746031746,0.0005,0.28,0.0584,0.3707890407414715,0.9776072811477854,0.004678485345869865,1.6361155491140502
0.3528,2023-11-03,0.05555555555555555,0.0005,0.28,0.07348,0.5612443886543663,0.9651154490646716,0.006408048669496454,1.651159934248445
0.31997000000000003,2023-08-24,0.3373015873015873,0.0005,0.285,0.04462,0.32902059720129206,0.7586938741391391,0.057940838499219584,5.099466956819267
0.32298000000000004,2023-08-25,0.3333333333333333,0.0005,0.285,0.0438,0.27264555056363143,0.8090776399666044,0.05075288738356711,5.353432540758468
0.3237,2023-08-28,0.32142857142857145,0.0005,0.285,0.046,0.30935674176083694,0.7923454311451492,0.052542019272293,5.042864483094425
0.32841000000000004,2023-08-29,0.31746031746031744,0.0005,0.285,0.049100000000000005,0.29717706158740687,0.8241714126355374,0.04784128510076205,4.701813093308053
0.32879,2023-08-30,0.3134920634920635,0.0005,0.285,0.04957,0.3023570335680522,0.82377784643277,0.04766377149517185,4.65162372702781
0.33355,2023-09-05,0.2896825396825397,0.0005,0.285,0.053829999999999996,0.3212647148511646,0.8406244348911895,0.04356863191757875,4.207912350083115
0.33288,2023-09-06,0.2857142857142857,0.0005,0.285,0.05153,0.2812945350344737,0.8662737773438961,0.038381622998479824,4.309775810483263
0.32991000000000004,2023-09-07,0.28174603174603174,0.0005,0.285,0.0499,0.3054139520568716,0.8375828175816122,0.04302648136824481,4.594076168331115
0.33426999999999996,2023-09-08,0.2777777777777778,0.0005,0.285,0.05404,0.3186069528722417,0.849525879835837,0.04116341101584827,4.162591609424662
0.33794,2023-09-11,0.26587301587301587,0.0005,0.285,0.05713,0.3242544416783201,0.8650814578661135,0.03781758085323302,3.8410888121515
0.3387,2023-09-14,0.25396825396825395,0.0005,0.285,0.05981,0.3833319916022112,0.8391186725740145,0.04167990520049624,3.7320016792168462
0.32077,2023-09-20,0.23015873015873015,0.0005,0.285,0.044219999999999995,0.3771534412254757,0.7717308941498982,0.04653052492010826,5.2096066854617895
0.31953,2023-09-21,0.2261904761904762,0.0005,0.285,0.04075,0.32455601115467264,0.7935506524424703,0.04335856965127146,5.784791308589679
0.31214,2023-09-26,0.20634920634920634,0.0005,0.285,0.032049999999999995,0.27061599578426226,0.7887997711586465,0.04100143622170871,7.536053121492953
0.31279,2023-09-27,0.20238095238095238,0.0005,0.285,0.0343,0.3150298805257301,0.766721564284442,0.043065935419541644,6.90409535348765
0.31364,2023-09-28,0.1984126984126984,0.0005,0.285,0.0314,0.22569933469081124,0.842245565549081,0.03367876435177264,7.645282126264763
0.32180000000000003,2023-10-02,0.18253968253968253,0.0005,0.285,0.03947,0.2707365622566595,0.8661782040813493,0.029672055261674383,5.79790838582609
0.31339,2023-10-03,0.17857142857142858,0.0005,0.285,0.033299999999999996,0.29785874158408154,0.7933433575478351,0.037807280567509184,7.237404532817349
0.318955,2023-10-04,0.1746031746031746,0.0005,0.285,0.0394,0.3458245793039319,0.8028371783201473,0.036992343950448925,6.022059306188303
0.31936000000000003,2023-10-05,0.17063492063492064,0.0005,0.285,0.03811,0.3032434245040714,0.8344832311669337,0.032813523647276424,6.21773949899544
0.32982,2023-10-09,0.15476190476190477,0.0005,0.285,0.048060000000000005,0.35358283582446504,0.8686720506640042,0.027641622452804007,4.643594789535822
0.32838999999999996,2023-10-10,0.15079365079365079,0.0005,0.285,0.04721,0.3717246620666569,0.8541582356117154,0.02917828324049444,4.826979531762453
0.33116,2023-10-12,0.14285714285714285,0.0005,0.285,0.048549999999999996,0.3406273927916735,0.890818775442904,0.023409871868048587,4.3867386228444305
0.32773,2023-10-13,0.1388888888888889,0.0005,0.285,0.046799999999999994,0.3927230241189918,0.8480629866129019,0.02872171251821362,4.9025729883911815
0.33264,2023-10-16,0.12698412698412698,0.0005,0.285,0.05055,0.39146762092785653,0.880652381493215,0.023620951401595553,4.294406564878783
0.33206,2023-10-17,0.12301587301587301,0.0005,0.285,0.04768,0.2656150113650258,0.9542655780505019,0.011184072433744455,3.104224163555792
0.33011,2023-10-18,0.11904761904761904,0.0005,0.285,0.049479999999999996,0.4490606890660177,0.8476005431525562,0.026838348889945077,4.606941322100239
